id_siniestro,id_poliza,fecha_siniestro,tipo_siniestro,coste_siniestro
16207,3595,2023-04-11,Daños por agua,1362.96
16208,14188,2024-04-13,Robo,1362.81
16209,5129,2024-06-02,Robo,497.98
16210,11232,2024-05-06,Incendio,1345.48
16211,3077,2024-09-22,Robo,922.77
16212,149,2024-01-12,Robo,788.63
16213,611,2023-09-22,Responsabilidad civil,1026.86
16214,12569,2024-11-10,Daños por agua,2396.66
16215,4004,2024-03-29,Otros,2985.41
16216,2572,2025-05-14,Robo,1822.34
16217,7067,2025-01-22,Otros,577.38
16218,14958,2023-08-06,Incendio,1488.2
16219,9262,2024-01-23,Robo,2271.7
16220,7626,2025-01-29,Responsabilidad civil,386.36
16221,783,2023-02-18,Robo,1057.59
16222,2639,2023-09-25,Otros,421.09
16223,714,2023-06-07,Incendio,1399.06
16224,3087,2025-02-07,Accidente de tráfico,1695.45
16225,8241,2023-04-23,Accidente de tráfico,2327.88
16226,3817,2024-12-18,Otros,1654.49
16227,2843,2022-11-15,Robo,1643.52
16228,373,2023-03-21,Responsabilidad civil,1370.8
16229,6719,2023-08-02,Accidente de tráfico,1734.01
16230,3008,2025-06-07,Daños por agua,2498.26
16231,2800,2025-09-25,Accidente de tráfico,1715.04
16232,10358,2024-05-15,Accidente de tráfico,707.97
16233,6138,2024-04-23,Accidente de tráfico,871.0
16234,12331,2024-12-12,Responsabilidad civil,1389.26
16235,9016,2023-12-22,Responsabilidad civil,694.15
16236,2237,2025-08-26,Robo,1527.82
16237,7377,2023-12-25,Incendio,1769.51
16238,11527,2024-02-29,Responsabilidad civil,1908.19
16239,7168,2024-09-19,Accidente de tráfico,2476.03
16240,13287,2023-08-14,Accidente de tráfico,44.74
16241,4411,2024-03-12,Daños por agua,1110.77
16242,3702,2023-07-09,Daños por agua,1936.35
16243,5798,2024-06-22,Incendio,342.92
16244,9073,2023-12-08,Accidente de tráfico,334.23
16245,1357,2022-12-18,Robo,1096.27
16246,3807,2024-09-18,Otros,1793.78
16247,14217,2023-04-10,Accidente de tráfico,1261.26
16248,6336,2025-10-13,Robo,311.45
16249,7537,2024-02-10,Daños por agua,1166.04
16250,10250,2025-06-25,Daños por agua,1526.14
16251,14119,2025-03-29,Daños por agua,1341.78
16252,9119,2023-03-04,Robo,707.47
16253,6021,2023-08-28,Accidente de tráfico,585.02
16254,7103,2023-04-10,Accidente de tráfico,1537.1
16255,8621,2022-12-28,Robo,1765.31
16256,2120,2023-12-10,Daños por agua,855.25
16257,14298,2024-08-25,Otros,1421.89
16258,5438,2024-05-24,Daños por agua,1309.31
16259,13586,2023-06-04,Accidente de tráfico,2144.17
16260,7589,2024-12-07,Robo,882.22
16261,14176,2024-02-20,Robo,1508.63
16262,10465,2023-01-19,Accidente de tráfico,48.29
16263,13588,2023-12-06,Accidente de tráfico,104.89
16264,2623,2024-04-29,Daños por agua,746.72
16265,3620,2024-08-25,Otros,1062.19
16266,5972,2023-11-19,Accidente de tráfico,1700.85
16267,4980,2024-03-06,Otros,1137.24
16268,14196,2024-01-02,Accidente de tráfico,1064.88
16269,14718,2023-09-17,Accidente de tráfico,926.81
16270,6071,2023-02-06,Responsabilidad civil,2130.81
16271,14760,2025-07-05,Daños por agua,1281.49
16272,3940,2023-07-28,Responsabilidad civil,441.98
16273,9027,2025-04-05,Otros,631.02
16274,1034,2023-01-20,Daños por agua,880.11
16275,10714,2023-10-29,Accidente de tráfico,2769.27
16276,10415,2025-01-22,Daños por agua,270.51
16277,5278,2023-07-26,Otros,2688.21
16278,3110,2024-08-11,Responsabilidad civil,1298.01
16279,5373,2024-03-03,Accidente de tráfico,1690.98
16280,10134,2023-03-28,Accidente de tráfico,492.65
16281,3777,2023-06-19,Robo,1693.47
16282,14957,2025-04-23,Incendio,1069.39
16283,8144,2023-11-25,Otros,371.82
16284,11544,2024-09-24,Robo,1436.66
16285,13361,2023-08-09,Robo,1836.87
16286,258,2025-04-02,Daños por agua,1273.45
16287,1902,2025-04-16,Incendio,1271.91
16288,1740,2023-05-17,Robo,1501.95
16289,6089,2024-07-15,Daños por agua,1748.36
16290,2917,2023-10-08,Responsabilidad civil,1776.84
16291,9711,2023-08-24,Accidente de tráfico,1101.33
16292,4985,2024-09-22,Incendio,62.13
16293,13859,2022-12-14,Accidente de tráfico,966.75
16294,9861,2025-08-06,Accidente de tráfico,800.66
16295,8756,2022-12-16,Daños por agua,1676.92
16296,14764,2025-05-12,Responsabilidad civil,1001.4
16297,927,2024-04-18,Daños por agua,1356.92
16298,4368,2023-05-01,Incendio,415.52
16299,440,2023-02-09,Daños por agua,403.75
16300,1945,2023-09-29,Incendio,459.68
16301,3822,2025-09-19,Accidente de tráfico,750.36
16302,12243,2025-05-24,Incendio,150.85
16303,13930,2023-03-03,Daños por agua,329.23
16304,2856,2025-09-14,Otros,1075.79
16305,7023,2023-08-07,Robo,1195.29
16306,682,2023-06-08,Accidente de tráfico,935.66
16307,10358,2023-06-24,Otros,2073.11
16308,10817,2024-09-07,Responsabilidad civil,141.07
16309,12686,2024-08-27,Robo,2398.18
16310,14017,2023-03-27,Accidente de tráfico,2642.66
16311,1568,2024-04-22,Daños por agua,1473.25
16312,7415,2025-03-02,Robo,273.54
16313,10558,2023-11-24,Accidente de tráfico,965.89
16314,13072,2023-06-16,Accidente de tráfico,2136.7
16315,10190,2024-04-16,Robo,987.57
16316,2962,2025-10-13,Otros,899.23
16317,2335,2023-03-05,Robo,1233.47
16318,10496,2023-03-09,Robo,1315.19
16319,12370,2025-02-11,Accidente de tráfico,1499.32
16320,3191,2024-10-30,Accidente de tráfico,413.73
16321,6431,2025-10-05,Otros,2005.01
16322,7949,2024-01-27,Otros,1686.13
16323,13410,2023-08-02,Otros,837.19
16324,7870,2023-06-26,Accidente de tráfico,202.52
16325,9420,2023-10-30,Robo,1031.35
16326,3307,2023-04-29,Daños por agua,346.9
16327,13424,2025-03-13,Daños por agua,464.53
16328,7286,2024-03-18,Robo,1160.83
16329,9615,2024-12-21,Incendio,67.25
16330,13758,2023-09-25,Accidente de tráfico,951.74
16331,7676,2023-03-09,Accidente de tráfico,1615.06
16332,6303,2025-10-14,Incendio,1255.02
16333,5688,2023-09-27,Accidente de tráfico,213.04
16334,1302,2023-07-18,Daños por agua,1484.63
16335,7263,2025-06-18,Responsabilidad civil,2433.62
16336,5572,2024-11-12,Responsabilidad civil,1252.18
16337,10957,2024-04-21,Robo,19.45
16338,2159,2024-11-25,Accidente de tráfico,968.25
16339,7085,2022-12-04,Accidente de tráfico,2260.62
16340,12955,2023-08-31,Otros,1159.07
16341,7647,2024-01-20,Daños por agua,32.26
16342,4561,2022-12-08,Daños por agua,970.67
16343,13888,2025-06-18,Otros,1356.77
16344,13218,2024-09-11,Incendio,847.81
16345,11461,2023-04-25,Responsabilidad civil,565.2
16346,5836,2025-02-02,Robo,1295.29
16347,12887,2023-03-19,Incendio,520.88
16348,5231,2023-12-14,Incendio,1716.69
16349,14364,2025-02-01,Accidente de tráfico,448.78
16350,14286,2024-05-20,Accidente de tráfico,1238.1
16351,2771,2024-02-16,Accidente de tráfico,521.14
16352,5283,2023-10-15,Accidente de tráfico,1674.44
16353,11781,2024-07-10,Otros,1185.8
16354,7694,2023-06-07,Robo,362.75
16355,13316,2025-07-12,Robo,1806.02
16356,4376,2024-09-07,Accidente de tráfico,648.58
16357,11172,2025-08-04,Accidente de tráfico,1081.67
16358,14811,2023-12-13,Robo,133.73
16359,2525,2025-01-10,Incendio,1286.77
16360,9125,2023-04-07,Otros,1336.66
16361,3009,2025-03-14,Accidente de tráfico,1122.77
16362,9753,2024-10-15,Accidente de tráfico,1224.2
16363,5295,2023-08-15,Robo,348.22
16364,13391,2023-04-23,Incendio,170.51
16365,10213,2024-11-06,Responsabilidad civil,1395.84
16366,418,2025-03-02,Otros,1606.38
16367,14034,2024-02-25,Responsabilidad civil,110.39
16368,11108,2023-05-22,Robo,166.93
16369,9874,2025-05-02,Accidente de tráfico,2192.47
16370,3506,2024-11-07,Accidente de tráfico,2459.18
16371,11232,2024-08-26,Incendio,1607.93
16372,10276,2024-01-19,Otros,939.15
16373,9025,2023-07-04,Incendio,1236.0
16374,12939,2024-12-22,Accidente de tráfico,990.87
16375,8177,2023-11-22,Daños por agua,2137.88
16376,10037,2025-08-07,Accidente de tráfico,11.7
16377,253,2024-06-22,Robo,128.54
16378,4215,2025-02-25,Responsabilidad civil,1658.62
16379,12494,2024-02-29,Otros,1364.53
16380,11834,2023-05-06,Otros,336.95
16381,3132,2025-04-29,Accidente de tráfico,852.12
16382,2202,2023-06-19,Robo,1122.12
16383,4364,2024-07-11,Responsabilidad civil,363.05
16384,12513,2023-02-04,Accidente de tráfico,1399.83
16385,11792,2024-11-20,Incendio,1341.36
16386,712,2025-10-01,Robo,1818.62
16387,6587,2025-08-23,Accidente de tráfico,2772.73
16388,6830,2024-04-24,Accidente de tráfico,1391.41
16389,9175,2025-09-24,Daños por agua,1745.66
16390,9784,2025-02-09,Incendio,311.69
16391,3087,2024-07-05,Accidente de tráfico,2535.11
16392,10049,2025-05-14,Robo,2076.69
16393,4842,2023-06-12,Accidente de tráfico,891.42
16394,6162,2024-09-23,Accidente de tráfico,1756.83
16395,2177,2025-10-19,Daños por agua,1002.69
16396,9278,2024-01-08,Daños por agua,1594.15
16397,7590,2023-07-01,Daños por agua,76.22
16398,13962,2025-08-11,Responsabilidad civil,1499.59
16399,10536,2025-06-01,Accidente de tráfico,1393.1
16400,5309,2023-01-10,Accidente de tráfico,284.29
16401,11639,2025-07-21,Accidente de tráfico,1772.5
16402,14427,2023-01-15,Robo,1105.35
16403,9208,2023-10-08,Daños por agua,58.16
16404,1821,2025-06-14,Responsabilidad civil,1184.77
16405,6989,2023-04-28,Accidente de tráfico,1316.56
16406,9849,2024-06-25,Robo,98.82
16407,8629,2023-05-01,Otros,767.16
16408,7853,2022-12-28,Robo,502.37
16409,9979,2023-05-27,Responsabilidad civil,563.25
16410,542,2024-12-28,Daños por agua,119.8
16411,5595,2023-03-01,Robo,252.88
16412,3090,2023-04-11,Robo,1877.36
16413,3038,2023-04-07,Robo,2086.57
16414,3901,2023-03-31,Robo,4.43
16415,4280,2024-11-24,Daños por agua,451.04
16416,13748,2022-12-16,Responsabilidad civil,1552.3
16417,5244,2024-02-03,Accidente de tráfico,1013.55
16418,7209,2022-11-25,Robo,125.77
16419,11416,2024-01-18,Daños por agua,723.09
16420,8147,2024-12-04,Robo,2130.37
16421,13980,2025-02-16,Accidente de tráfico,2062.69
16422,14191,2025-08-08,Otros,846.08
16423,8683,2025-08-12,Daños por agua,2179.62
16424,3232,2024-10-23,Robo,501.0
16425,4384,2023-10-17,Accidente de tráfico,440.53
16426,6104,2024-11-02,Otros,1213.4
16427,11489,2024-02-01,Robo,967.3
16428,9925,2024-12-25,Otros,75.13
16429,9734,2023-01-09,Daños por agua,686.41
16430,2746,2024-05-27,Incendio,848.34
16431,8126,2023-05-23,Daños por agua,1663.6
16432,14947,2023-04-26,Accidente de tráfico,1412.06
16433,11229,2025-09-26,Responsabilidad civil,1112.77
16434,7786,2024-10-13,Accidente de tráfico,1597.07
16435,1937,2022-10-30,Daños por agua,1372.73
16436,4227,2023-05-12,Accidente de tráfico,240.29
16437,10369,2023-01-05,Incendio,2837.24
16438,3046,2024-12-09,Robo,1852.1
16439,13669,2023-11-04,Daños por agua,1883.87
16440,14237,2025-03-20,Accidente de tráfico,518.8
16441,990,2024-11-13,Daños por agua,621.62
16442,3391,2023-01-20,Accidente de tráfico,1227.31
16443,14674,2025-06-27,Robo,1007.23
16444,505,2023-02-26,Responsabilidad civil,2909.44
16445,13857,2024-08-01,Robo,351.4
16446,3528,2025-09-13,Incendio,1980.99
16447,13159,2023-10-13,Accidente de tráfico,1347.87
16448,7264,2023-05-06,Responsabilidad civil,1997.93
16449,8006,2024-08-12,Robo,1090.08
16450,6264,2023-05-14,Accidente de tráfico,1494.56
16451,5415,2025-04-11,Responsabilidad civil,847.17
16452,7528,2024-02-27,Otros,1692.97
16453,10004,2025-01-01,Responsabilidad civil,557.21
16454,6183,2023-02-03,Daños por agua,1203.11
16455,3541,2023-01-13,Robo,837.27
16456,2519,2024-09-25,Incendio,1922.59
16457,7500,2024-11-06,Accidente de tráfico,1518.63
16458,14339,2023-04-16,Daños por agua,1642.0
16459,13771,2025-04-15,Responsabilidad civil,1785.11
16460,4488,2024-06-30,Accidente de tráfico,1739.5
16461,7370,2025-08-09,Incendio,96.78
16462,10460,2024-12-03,Incendio,670.8
16463,4432,2024-08-29,Responsabilidad civil,1731.85
16464,6412,2024-11-24,Incendio,252.76
16465,7078,2023-11-26,Robo,678.16
16466,10411,2023-02-04,Robo,1635.4
16467,11452,2025-09-24,Incendio,166.34
16468,13230,2024-07-11,Otros,2657.63
16469,5581,2024-06-13,Responsabilidad civil,133.63
16470,10989,2023-01-11,Accidente de tráfico,983.87
16471,11970,2024-07-15,Incendio,214.66
16472,4430,2023-12-12,Robo,1213.8
16473,271,2025-02-22,Accidente de tráfico,674.54
16474,25,2024-04-02,Incendio,1334.17
16475,11324,2025-02-24,Robo,1941.3
16476,10918,2025-09-15,Daños por agua,1982.58
16477,7512,2025-01-15,Accidente de tráfico,939.5
16478,1829,2025-02-11,Otros,2362.08
16479,1307,2025-08-04,Accidente de tráfico,986.87
16480,5149,2024-01-13,Robo,2596.66
16481,4240,2025-07-02,Robo,1246.3
16482,1766,2024-02-21,Incendio,998.23
16483,4543,2023-12-11,Robo,2657.7
16484,7160,2025-08-24,Incendio,1293.97
16485,10374,2023-05-24,Daños por agua,1216.37
16486,8715,2024-01-13,Incendio,703.03
16487,991,2024-04-07,Daños por agua,983.72
16488,4792,2023-01-23,Robo,1236.89
16489,4558,2023-12-22,Accidente de tráfico,2123.02
16490,4552,2025-06-08,Robo,1613.87
16491,2718,2024-12-20,Accidente de tráfico,974.11
16492,297,2024-12-27,Robo,1049.93
16493,9364,2024-07-13,Robo,837.47
16494,14075,2024-01-20,Robo,829.12
16495,2606,2024-04-26,Daños por agua,1247.11
16496,10538,2023-10-05,Otros,1593.81
16497,6051,2024-12-12,Accidente de tráfico,2313.59
16498,6851,2024-08-11,Responsabilidad civil,899.46
16499,1791,2025-03-11,Daños por agua,1272.22
16500,14590,2024-01-23,Robo,3173.16
16501,6178,2024-02-28,Otros,2039.16
16502,4085,2023-04-08,Accidente de tráfico,885.62
16503,4850,2023-07-19,Daños por agua,1419.98
16504,14746,2024-08-02,Daños por agua,1223.05
16505,973,2024-03-20,Accidente de tráfico,2095.67
16506,11378,2023-07-27,Robo,893.55
16507,13802,2024-11-29,Incendio,92.41
16508,12708,2024-07-31,Robo,2070.59
16509,197,2024-08-09,Otros,2580.84
16510,2525,2024-09-14,Robo,1428.54
16511,10227,2023-10-28,Accidente de tráfico,1625.87
16512,12922,2023-04-11,Daños por agua,1909.06
16513,7897,2024-04-09,Daños por agua,1068.07
16514,6921,2024-05-19,Accidente de tráfico,1097.66
16515,7708,2023-07-19,Accidente de tráfico,970.68
16516,4600,2024-02-27,Robo,2157.98
16517,1335,2023-12-18,Robo,1028.54
16518,1929,2023-03-16,Responsabilidad civil,1180.4
16519,3419,2025-10-08,Robo,1525.03
16520,1679,2024-10-18,Otros,2476.77
16521,12976,2025-02-08,Robo,1902.58
16522,7390,2023-09-20,Otros,969.64
16523,8330,2023-08-04,Accidente de tráfico,3628.82
16524,14571,2023-03-11,Daños por agua,1151.77
16525,2590,2023-02-24,Accidente de tráfico,1519.96
16526,14178,2023-06-17,Responsabilidad civil,1116.45
16527,9862,2024-06-06,Daños por agua,25.81
16528,5855,2025-02-08,Accidente de tráfico,2623.33
16529,7913,2023-04-12,Otros,1951.23
16530,9260,2025-03-01,Robo,1653.67
16531,4442,2024-07-26,Otros,2854.06
16532,782,2025-01-05,Accidente de tráfico,1325.77
16533,13715,2024-05-22,Incendio,1421.47
16534,3178,2022-12-01,Daños por agua,2492.43
16535,2535,2024-06-23,Responsabilidad civil,1287.76
16536,11059,2023-09-23,Accidente de tráfico,1212.32
16537,9555,2024-01-31,Incendio,3.5
16538,3053,2024-03-14,Robo,1023.51
16539,9424,2025-01-21,Responsabilidad civil,1964.6
16540,3653,2025-09-08,Responsabilidad civil,1912.27
16541,1455,2024-04-06,Daños por agua,533.19
16542,13977,2024-08-02,Incendio,1585.31
16543,7994,2025-09-28,Accidente de tráfico,784.51
16544,14003,2025-04-28,Accidente de tráfico,2215.68
16545,682,2024-11-26,Responsabilidad civil,981.52
16546,4197,2024-11-16,Responsabilidad civil,1322.35
16547,6287,2023-01-31,Robo,1305.66
16548,14714,2022-10-27,Accidente de tráfico,1049.84
16549,12786,2024-01-16,Accidente de tráfico,1195.73
16550,2369,2024-05-17,Accidente de tráfico,1514.44
16551,12875,2025-08-04,Accidente de tráfico,1613.55
16552,6511,2024-05-31,Incendio,626.04
16553,4151,2024-12-17,Daños por agua,1859.16
16554,8283,2025-03-04,Incendio,2554.47
16555,13768,2023-08-06,Accidente de tráfico,1002.15
16556,658,2024-08-29,Otros,369.8
16557,6533,2025-10-14,Accidente de tráfico,1050.91
16558,5744,2023-10-27,Accidente de tráfico,1662.09
16559,11700,2024-02-07,Otros,1820.68
16560,12718,2023-07-26,Accidente de tráfico,1228.31
16561,5120,2024-02-09,Daños por agua,2179.77
16562,1724,2023-08-04,Accidente de tráfico,2027.67
16563,5726,2023-09-10,Otros,1919.86
16564,11161,2024-05-05,Accidente de tráfico,2153.98
16565,11260,2025-06-08,Responsabilidad civil,220.78
16566,5329,2023-08-08,Accidente de tráfico,1040.33
16567,2607,2025-01-26,Robo,828.59
16568,2136,2025-01-09,Daños por agua,2077.45
16569,13818,2025-07-13,Responsabilidad civil,1025.76
16570,5735,2024-10-31,Daños por agua,2348.97
16571,3417,2022-11-11,Robo,1535.74
16572,14859,2022-11-19,Accidente de tráfico,498.01
16573,1988,2024-03-23,Accidente de tráfico,1493.95
16574,2676,2023-05-23,Accidente de tráfico,2233.09
16575,6862,2024-04-19,Responsabilidad civil,733.07
16576,10343,2023-03-01,Daños por agua,1571.42
16577,14663,2023-09-15,Incendio,2252.18
16578,1278,2024-06-28,Daños por agua,783.86
16579,9542,2023-08-03,Daños por agua,1288.07
16580,734,2024-11-02,Accidente de tráfico,839.13
16581,5702,2023-07-25,Accidente de tráfico,868.14
16582,4247,2024-03-16,Accidente de tráfico,1128.66
16583,1617,2025-01-31,Daños por agua,1155.94
16584,2168,2024-07-12,Daños por agua,672.12
16585,10508,2023-04-25,Robo,1427.98
16586,3655,2024-12-20,Accidente de tráfico,1568.11
16587,2683,2023-08-06,Otros,1412.66
16588,3122,2023-03-27,Daños por agua,307.49
16589,11317,2023-02-03,Daños por agua,869.32
16590,2323,2025-06-25,Robo,2512.98
16591,11050,2023-11-28,Robo,1057.27
16592,1093,2022-11-10,Responsabilidad civil,1210.89
16593,14141,2025-02-23,Accidente de tráfico,600.82
16594,13734,2023-12-23,Accidente de tráfico,379.39
16595,4147,2024-12-12,Accidente de tráfico,1417.6
16596,8788,2024-10-19,Incendio,615.84
16597,7868,2023-11-30,Accidente de tráfico,305.77
16598,12297,2023-06-22,Daños por agua,1611.18
16599,11312,2024-07-27,Accidente de tráfico,1590.26
16600,13768,2023-04-19,Incendio,445.51
16601,11354,2024-04-15,Accidente de tráfico,957.83
16602,4504,2025-07-02,Daños por agua,1657.28
16603,10128,2024-02-21,Accidente de tráfico,2508.22
16604,4342,2024-10-20,Otros,1376.85
16605,3132,2023-04-24,Incendio,121.94
16606,2050,2023-07-16,Robo,1429.16
16607,8601,2023-02-08,Accidente de tráfico,1700.39
16608,8439,2024-05-30,Daños por agua,1277.74
16609,1208,2023-05-07,Robo,111.28
16610,14064,2024-10-27,Accidente de tráfico,1059.86
16611,13976,2024-05-28,Daños por agua,1053.76
16612,14651,2024-09-30,Robo,1126.02
16613,8883,2025-06-30,Otros,1128.01
16614,12207,2023-08-18,Daños por agua,886.45
16615,7868,2023-11-03,Accidente de tráfico,1133.24
16616,4636,2023-08-06,Robo,1695.86
16617,12253,2022-12-15,Incendio,978.35
16618,12516,2022-12-02,Accidente de tráfico,2087.44
16619,1625,2024-08-07,Daños por agua,1099.53
16620,8003,2023-03-21,Daños por agua,1368.38
16621,9668,2023-04-18,Accidente de tráfico,2639.74
16622,5282,2025-07-23,Accidente de tráfico,1338.22
16623,12829,2025-09-08,Robo,1826.02
16624,1538,2025-06-02,Incendio,1933.05
16625,611,2023-10-06,Accidente de tráfico,2115.33
16626,9763,2024-08-30,Responsabilidad civil,780.45
16627,13708,2025-03-03,Accidente de tráfico,1826.7
16628,2255,2025-05-29,Responsabilidad civil,455.35
16629,418,2024-04-13,Robo,1041.75
16630,12750,2023-06-23,Accidente de tráfico,728.57
16631,9998,2025-06-04,Daños por agua,906.6
16632,8335,2025-10-08,Daños por agua,829.95
16633,11087,2025-08-27,Robo,2026.63
16634,6249,2024-10-23,Accidente de tráfico,1087.6
16635,14349,2024-01-08,Accidente de tráfico,66.71
16636,10314,2025-02-09,Otros,1585.35
16637,9244,2022-11-09,Accidente de tráfico,134.64
16638,6501,2023-07-14,Responsabilidad civil,99.09
16639,10613,2023-08-22,Daños por agua,2003.05
16640,7082,2023-10-18,Accidente de tráfico,789.96
16641,6729,2025-07-07,Responsabilidad civil,1009.21
16642,9763,2024-05-04,Accidente de tráfico,643.45
16643,2351,2023-06-30,Accidente de tráfico,1498.84
16644,106,2023-11-01,Responsabilidad civil,1386.56
16645,2157,2024-03-03,Accidente de tráfico,990.64
16646,7249,2025-01-04,Accidente de tráfico,581.56
16647,1206,2025-06-29,Incendio,1787.77
16648,12214,2023-11-23,Responsabilidad civil,1526.99
16649,5644,2025-09-17,Incendio,1279.88
16650,591,2024-05-27,Daños por agua,731.8
16651,9989,2025-05-10,Accidente de tráfico,399.66
16652,8705,2024-08-27,Otros,2057.03
16653,10322,2023-10-25,Accidente de tráfico,520.41
16654,14045,2025-03-10,Robo,1668.95
16655,7967,2023-09-23,Daños por agua,1172.97
16656,13368,2025-08-24,Daños por agua,439.72
16657,6114,2025-08-07,Accidente de tráfico,330.11
16658,1162,2025-01-03,Accidente de tráfico,141.6
16659,5107,2024-02-15,Accidente de tráfico,1652.11
16660,9795,2024-06-23,Accidente de tráfico,56.72
16661,4543,2023-01-29,Daños por agua,1136.41
16662,1433,2024-09-23,Daños por agua,717.02
16663,13062,2024-01-16,Accidente de tráfico,784.48
16664,175,2025-04-17,Daños por agua,496.32
16665,6839,2023-02-11,Accidente de tráfico,587.05
16666,3849,2024-06-26,Otros,292.61
16667,4621,2025-05-30,Robo,2221.72
16668,11192,2025-01-13,Accidente de tráfico,2590.89
16669,2026,2023-05-05,Robo,2462.0
16670,12208,2024-02-29,Daños por agua,69.84
16671,490,2024-03-15,Accidente de tráfico,1786.69
16672,4032,2024-03-10,Otros,2103.9
16673,2609,2024-08-31,Robo,1392.72
16674,11637,2023-04-01,Accidente de tráfico,621.88
16675,7064,2023-08-21,Daños por agua,1581.46
16676,9680,2025-05-27,Accidente de tráfico,1284.5
16677,281,2024-08-20,Responsabilidad civil,1917.86
16678,6422,2025-10-13,Accidente de tráfico,1648.98
16679,13819,2023-01-12,Otros,537.56
16680,9935,2025-09-01,Robo,1862.87
16681,5423,2024-02-19,Accidente de tráfico,1191.43
16682,3276,2024-10-27,Otros,1585.09
16683,12057,2025-07-24,Robo,2258.62
16684,2341,2024-03-10,Accidente de tráfico,388.67
16685,11074,2023-04-23,Daños por agua,234.46
16686,10486,2025-07-05,Incendio,1085.45
16687,14076,2022-11-04,Daños por agua,633.34
16688,13808,2024-01-18,Accidente de tráfico,1125.93
16689,2020,2023-08-07,Otros,1062.67
16690,10578,2023-12-16,Responsabilidad civil,1172.69
16691,1368,2023-05-25,Daños por agua,1935.84
16692,6907,2024-03-05,Daños por agua,1747.27
16693,3181,2025-03-07,Otros,1365.7
16694,4659,2023-12-02,Robo,406.57
16695,13218,2024-06-27,Daños por agua,608.16
16696,10404,2024-05-28,Responsabilidad civil,1559.52
16697,14924,2025-01-06,Otros,1759.28
16698,9539,2025-05-02,Otros,1581.54
16699,8638,2025-04-14,Daños por agua,1580.07
16700,2705,2023-09-14,Incendio,2154.88
16701,13517,2023-08-31,Responsabilidad civil,2311.28
16702,13155,2023-11-08,Accidente de tráfico,2245.93
16703,12201,2024-04-03,Otros,2945.47
16704,8416,2024-11-03,Accidente de tráfico,1031.77
16705,10293,2023-03-17,Accidente de tráfico,1272.33
16706,6740,2024-09-19,Otros,794.02
16707,14644,2024-08-27,Responsabilidad civil,372.7
16708,10447,2025-02-20,Accidente de tráfico,1415.2
16709,13201,2024-05-06,Daños por agua,640.01
16710,8446,2023-08-19,Robo,1337.58
16711,10729,2024-12-21,Incendio,1910.08
16712,8992,2023-12-20,Otros,1358.0
16713,8130,2025-04-28,Daños por agua,731.12
16714,6699,2025-06-07,Robo,1365.25
16715,10000,2023-12-18,Accidente de tráfico,431.16
16716,7417,2022-11-28,Otros,691.78
16717,10610,2025-01-14,Robo,2061.53
16718,7036,2023-12-18,Accidente de tráfico,961.87
16719,8146,2024-09-26,Robo,2193.6
16720,4954,2024-10-15,Accidente de tráfico,2395.18
16721,13793,2023-06-11,Incendio,1386.21
16722,13887,2024-10-22,Accidente de tráfico,1574.1
16723,9565,2025-06-05,Robo,1320.24
16724,5688,2024-09-27,Responsabilidad civil,1842.59
16725,11973,2023-06-21,Otros,1584.89
16726,14210,2024-12-27,Accidente de tráfico,285.38
16727,3267,2022-12-01,Responsabilidad civil,1023.17
16728,13610,2025-06-15,Accidente de tráfico,2130.1
16729,13832,2023-05-28,Robo,788.22
16730,14080,2024-12-05,Robo,1310.13
16731,6964,2024-10-03,Daños por agua,2955.51
16732,14732,2023-02-16,Otros,1300.37
16733,6866,2024-01-29,Otros,130.49
16734,7200,2022-10-25,Accidente de tráfico,1806.87
16735,6459,2022-12-01,Otros,1508.11
16736,324,2025-09-20,Accidente de tráfico,669.31
16737,6667,2024-01-10,Responsabilidad civil,329.67
16738,11784,2024-06-01,Daños por agua,1332.43
16739,13788,2023-11-27,Robo,1091.68
16740,1393,2023-01-14,Daños por agua,1531.35
16741,8298,2025-01-21,Accidente de tráfico,1005.34
16742,14347,2024-12-05,Robo,439.53
16743,6939,2025-05-16,Accidente de tráfico,2129.58
16744,13114,2025-02-12,Otros,1296.56
16745,9279,2023-03-29,Daños por agua,1694.1
16746,14423,2024-10-30,Otros,1279.22
16747,12594,2023-10-26,Robo,1047.29
16748,10716,2024-08-26,Daños por agua,1558.39
16749,12519,2023-04-13,Robo,2416.53
16750,7325,2024-12-23,Daños por agua,406.08
16751,13571,2025-01-17,Daños por agua,1344.44
16752,10869,2024-03-31,Responsabilidad civil,739.7
16753,12081,2024-09-23,Accidente de tráfico,1294.42
16754,8678,2024-04-10,Otros,1715.86
16755,3068,2023-06-13,Accidente de tráfico,1514.53
16756,12602,2023-12-19,Accidente de tráfico,1248.98
16757,14760,2024-05-11,Accidente de tráfico,1497.6
16758,11895,2023-07-02,Robo,1327.54
16759,8996,2023-04-20,Accidente de tráfico,1107.43
16760,6632,2024-06-22,Accidente de tráfico,1305.52
16761,2768,2024-01-22,Incendio,1164.47
16762,14917,2023-07-08,Accidente de tráfico,1281.27
16763,3949,2025-07-28,Responsabilidad civil,108.01
16764,8823,2022-12-17,Accidente de tráfico,317.53
16765,4604,2025-10-05,Responsabilidad civil,692.16
16766,6956,2023-03-18,Robo,1538.48
16767,3085,2023-04-15,Incendio,1657.98
16768,5833,2025-01-05,Accidente de tráfico,338.68
16769,2782,2023-01-11,Accidente de tráfico,871.44
16770,6579,2025-01-17,Accidente de tráfico,853.81
16771,9530,2023-07-14,Daños por agua,1066.98
